,DENSITY,POP,City,State,abrev
15752,35.93708139,113,Lodge,South Carolina,SC
3864,277.98504029,403,Loda,Illinois,IL
2740,646.99073939,7211,Locust Grove,Georgia,GA
14085,802.0023532,1403,Locust Grove,Oklahoma,OK
253,311.51318472,1202,Locust Fork,Alabama,AL
12206,394.70323247,3209,Locust,North Carolina,NC
14084,447.4001506,117,Loco,Oklahoma,OK
9783,920.9018362,894,Lockwood,Missouri,MO
5548,392.56505378,294,Lockridge,Iowa,IA
3863,2236.300899,25508,Lockport,Illinois,IL
11625,2432.6834767,20434,Lockport,New York,NY
7209,3847.0115877,2452,Lockport,Louisiana,LA
17183,1075.617264,1662,Lockney,Texas,TX
13270,2806.5382141,3455,Lockland,Ohio,OH
13269,1586.1538447,134,Lockington,Ohio,OH
15751,1494.3807713,456,Lockhart,South Carolina,SC
17182,891.77885502,13924,Lockhart,Texas,TX
252,462.26121249,503,Lockhart,Alabama,AL
979,208.11903522,725,Lockesburg,Arkansas,AR
13268,314.69202658,247,Lockbourne,Ohio,OH
9782,452.73998233,56,Lock Springs,Missouri,MO
15086,3648.4221982,9108,Lock Haven,Pennsylvania,PA
1836,1883.0119898,6938,Lochbuie,Colorado,CO
7462,1660.0008303,528,Loch Lynn Heights,Maryland,MD
9781,438.75250002,768,Loch Lloyd,Missouri,MO
11053,2086.0510758,181,Loch Arbour,New Jersey,NJ
16379,236.78315388,888,Lobelville,Tennessee,TN
3862,713.03926321,746,Loami,Illinois,IL
251,176.11041018,200,Loachapoka,Alabama,AL
17889,608.48178981,578,Loa,Utah,UT
11624,392.06164929,3669,Lloyd Harbor,New York,NY
17181,671.31988801,3537,Llano,Texas,TX
4771,841.92956395,483,Lizton,Indiana,IN
11623,1352.9233124,1370,Livonia,New York,NY
7208,745.63104969,1412,Livonia,Louisiana,LA
9780,266.82155709,71,Livonia,Missouri,MO
7869,2632.6142127,93971,Livonia,Michigan,MI
4770,115.73968728,120,Livonia,Indiana,IN
3861,771.14028668,813,Livingston,Illinois,IL
10285,1379.9052386,7784,Livingston,Montana,MT
16378,617.65409004,4020,Livingston,Tennessee,TN
15750,155.77023393,127,Livingston,South Carolina,SC
250,471.82942717,3364,Livingston,Alabama,AL
19086,616.5900624,641,Livingston,Wisconsin,WI
7207,606.40884585,1955,Livingston,Louisiana,LA
17180,587.43269433,5128,Livingston,Texas,TX
6850,700.17735291,219,Livingston,Kentucky,KY
1432,3925.7563141,14427,Livingston,California,CA
3860,1485.4460029,125,Liverpool,Illinois,IL
17179,484.62883557,527,Liverpool,Texas,TX
15085,1092.5195734,962,Liverpool,Pennsylvania,PA
11622,2927.4760527,2216,Liverpool,New York,NY
6849,1255.6243206,1297,Livermore,Kentucky,KY
5547,517.05005578,362,Livermore,Iowa,IA
1431,3340.4038934,90269,Livermore,California,CA
2259,914.19149256,6974,Live Oak,Florida,FL
17178,3344.9717607,15908,Live Oak,Texas,TX
1430,2810.3292173,8771,Live Oak,California,CA
249,198.50898825,987,Littleville,Alabama,AL
12205,625.59639478,595,Littleton,North Carolina,NC
3858,141.28080645,165,Littleton,Illinois,IL
1835,3811.0390544,48007,Littleton,Colorado,CO
15084,2993.6126941,4499,Littlestown,Pennsylvania,PA
8579,508.24237073,605,Littlefork,Minnesota,MN
17176,941.7706227,5962,Littlefield,Texas,TX
3859,1229.6725414,314,Little York,Illinois,IL
4769,192.00287067,188,Little York,Indiana,IN
11621,1094.7715589,1097,Little Valley,New York,NY
5546,436.28833554,162,Little Sioux,Iowa,IA
11052,2143.4245111,5813,Little Silver,New Jersey,NJ
978,1659.857077,197881,Little Rock,Arkansas,AR
5545,545.5984017,438,Little Rock,Iowa,IA
17177,1060.9046337,2027,Little River-Academy,Texas,TX
6339,1338.3798122,522,Little River,Kansas,KS
15749,211.64516883,300,Little Mountain,South Carolina,SC
15083,103.53210451,251,Little Meadows,Pennsylvania,PA
977,372.83854883,2761,Little Flock,Arkansas,AR
11051,7326.6489325,10822,Little Ferry,New Jersey,NJ
11620,1218.00207,4675,Little Falls,New York,NY
8578,1165.0916468,8686,Little Falls,Minnesota,MN
17175,2817.8181824,50314,Little Elm,Texas,TX
2019,2335.9803442,232,Little Creek,Delaware,DE
19085,1926.4033497,11564,Little Chute,Wisconsin,WI
8577,2697.0960054,10523,Little Canada,Minnesota,MN
15082,4072.8457795,9458,Lititz,Pennsylvania,PA
13267,753.18495732,1688,Lithopolis,Ohio,OH
2739,2534.8169335,2352,Lithonia,Georgia,GA
12676,69.521308278,157,Litchville,North Dakota,ND
650,1918.6413905,6310,Litchfield Park,Arizona,AZ
3857,783.10566789,6753,Litchfield,Illinois,IL
10622,828.05485375,252,Litchfield,Nebraska,NE
1967,878.59597039,1206,Litchfield,Connecticut,CT
7868,530.09072585,1337,Litchfield,Michigan,MI
8576,1499.5886363,6643,Litchfield,Minnesota,MN
8575,647.19416468,226,Lismore,Minnesota,MN
248,188.33087008,487,Lisman,Alabama,AL
11619,319.30400714,299,Lisle,New York,NY
3856,3324.2360656,23394,Lisle,Illinois,IL
5544,304.14870958,299,Liscomb,Iowa,IA
3855,179.62315468,311,Lisbon,Illinois,IL
7206,12.572628559,165,Lisbon,Louisiana,LA
12675,893.06201923,2048,Lisbon,North Dakota,ND
13266,1584.3120674,2668,Lisbon,Ohio,OH
5543,1049.0453806,2247,Lisbon,Iowa,IA
247,1829.8645004,2149,Lipscomb,Alabama,AL
17174,453.36194739,481,Lipan,Texas,TX
10621,225.75666813,84,Linwood,Nebraska,NE
11050,1768.3533246,6740,Linwood,New Jersey,NJ
6338,654.70757415,391,Linwood,Kansas,KS
4768,1724.2905527,5210,Linton,Indiana,IN
12674,1282.4664764,997,Linton,North Dakota,ND
8574,770.1732947,21733,Lino Lakes,Minnesota,MN
9779,247.7306225,264,Linneus,Missouri,MO
13265,2121.2830994,172,Linndale,Ohio,OH
6337,291.71392517,863,Linn Valley,Kansas,KS
5542,265.11544319,148,Linn Grove,Iowa,IA
9778,193.41805735,251,Linn Creek,Missouri,MO
6336,1135.6129366,385,Linn,Kansas,KS
9777,1378.1554321,1607,Linn,Missouri,MO
19449,1483.8399313,462,Lingle,Wyoming,WY
246,234.2944423,2265,Lineville,Alabama,AL
5541,241.09472614,216,Lineville,Iowa,IA
15081,1276.2810479,984,Linesville,Pennsylvania,PA
8573,1238.319699,4620,Lindstrom,Minnesota,MN
13264,271.2625545,424,Lindsey,Ohio,OH
6335,1807.5310202,3288,Lindsborg,Kansas,KS
14083,1188.4358008,2802,Lindsay,Oklahoma,OK
1429,4930.6784947,13474,Lindsay,California,CA
10620,703.30463487,256,Lindsay,Nebraska,NE
17173,690.55608819,1113,Lindsay,Texas,TX
17888,1309.8266827,10970,Lindon,Utah,UT
11049,4437.1634674,17314,Lindenwold,New Jersey,NJ
11618,7169.9312144,26902,Lindenhurst,New York,NY
3854,3172.5868009,14328,Lindenhurst,Illinois,IL
7867,1664.0540851,3916,Linden,Michigan,MI
19084,682.93903749,533,Linden,Wisconsin,WI
12204,261.11641456,132,Linden,North Carolina,NC
17172,547.53479357,1933,Linden,Texas,TX
4767,1815.5915558,759,Linden,Indiana,IN
5540,255.58104251,200,Linden,Iowa,IA
11048,3980.1220082,42538,Linden,New Jersey,NJ
16377,934.70215462,939,Linden,Tennessee,TN
245,530.38679848,1898,Linden,Alabama,AL
17171,995.4275374,6149,Lindale,Texas,TX
18409,504.04176365,560,Lind,Washington,WA
3853,4587.8949493,12349,Lincolnwood,Illinois,IL
15748,2092.1825652,2451,Lincolnville,South Carolina,SC
6334,863.94537686,194,Lincolnville,Kansas,KS
12203,1265.0511806,10945,Lincolnton,North Carolina,NC
2738,426.85519434,1500,Lincolnton,Georgia,GA
6848,3191.0623901,152,Lincolnshire,Kentucky,KY
3852,1722.910512,7925,Lincolnshire,Illinois,IL
11047,1601.4926725,10246,Lincoln Park,New Jersey,NJ
17170,3377.4335654,550,Lincoln Park,Texas,TX
7866,6256.9218342,36517,Lincoln Park,Michigan,MI
13263,4438.7466232,3331,Lincoln Heights,Ohio,OH
14475,1489.8634469,9018,Lincoln City,Oregon,OR
6333,961.21284097,1202,Lincoln Center,Kansas,KS
244,267.11793819,6704,Lincoln,Alabama,AL
3851,2189.1136933,13685,Lincoln,Illinois,IL
9776,1254.6038667,1191,Lincoln,Missouri,MO
15080,215.7051333,1035,Lincoln,Pennsylvania,PA
1428,2040.8394097,47978,Lincoln,California,CA
12673,2915.3604306,3779,Lincoln,North Dakota,ND
10619,3030.3700007,287401,Lincoln,Nebraska,NE
7865,380.05562254,313,Lincoln,Michigan,MI
976,869.46986173,2474,Lincoln,Arkansas,AR
5539,324.4011123,149,Lincoln,Iowa,IA
1834,630.48392861,1924,Limon,Colorado,CO
3850,584.48697115,1528,Limestone,Illinois,IL
5538,468.48617398,477,Lime Springs,Iowa,IA
19083,163.87162276,164,Lime Ridge,Wisconsin,WI
13262,528.38775817,144,Limaville,Ohio,OH
10284,413.98693808,227,Lima,Montana,MT
14082,113.11211587,51,Lima,Oklahoma,OK
3849,1099.7194859,148,Lima,Illinois,IL
13261,2722.6267189,36862,Lima,Ohio,OH
11617,1510.6637246,2033,Lima,New York,NY
8572,1525.8636476,848,Lilydale,Minnesota,MN
3848,376.0468409,1032,Lily Lake,Illinois,IL
16060,13.259754156,4,Lily,South Dakota,SD
15079,1775.0549195,893,Lilly,Pennsylvania,PA
2737,323.95470963,195,Lilly,Georgia,GA
12202,782.13520626,3604,Lillington,North Carolina,NC
7205,59.095054894,114,Lillie,Louisiana,LA
12201,492.35046998,489,Lilesville,North Carolina,NC
2736,1977.9312289,12644,Lilburn,Georgia,GA
9775,1138.0934116,1074,Lilbourn,Missouri,MO
15078,3005.8279251,1515,Ligonier,Pennsylvania,PA
4766,1696.1669569,4374,Ligonier,Indiana,IN
12672,1437.798168,224,Lignite,North Dakota,ND
2258,4891.4969029,11283,Lighthouse Point,Florida,FL
6332,771.05685268,96,Liebenthal,Kansas,KS
12671,947.65812818,618,Lidgerwood,North Dakota,ND
5537,71.215953292,172,Lidderdale,Iowa,IA
9774,1450.595866,3091,Licking,Missouri,MO
3847,2311.4952307,20359,Libertyville,Illinois,IL
243,217.19960162,113,Libertyville,Alabama,AL
5536,703.59038442,343,Libertyville,Iowa,IA
18408,1724.9199612,10594,Liberty Lake,Washington,WA
17169,1084.4879004,2433,Liberty Hill,Texas,TX
13260,1082.3613126,1118,Liberty Center,Ohio,OH
6331,437.89471419,110,Liberty,Kansas,KS
6847,1128.3169814,2119,Liberty,Kentucky,KY
14081,35.713674999,219,Liberty,Oklahoma,OK
3846,1296.4169902,507,Liberty,Illinois,IL
9773,1102.2404954,31779,Liberty,Missouri,MO
4765,2322.5517612,1992,Liberty,Indiana,IN
15077,493.27947068,235,Liberty,Pennsylvania,PA
10618,296.0964389,73,Liberty,Nebraska,NE
17168,225.34196386,9349,Liberty,Texas,TX
16376,284.08355075,328,Liberty,Tennessee,TN
9109,327.00741514,674,Liberty,Mississippi,MS
15747,710.97636641,3163,Liberty,South Carolina,SC
12200,847.54905072,2656,Liberty,North Carolina,NC
11616,1569.4158884,4113,Liberty,New York,NY
15076,1725.3481105,2468,Liberty,Pennsylvania,PA
9772,864.9421276,719,Liberal,Missouri,MO
6330,1709.942542,19495,Liberal,Kansas,KS
10283,1461.4130068,2737,Libby,Montana,MT
10617,2249.1329175,10121,Lexington,Nebraska,NE
9108,618.83275767,1496,Lexington,Mississippi,MS
14080,899.72639318,2153,Lexington,Oklahoma,OK
16375,668.37532662,7716,Lexington,Tennessee,TN
14474,552.03258492,241,Lexington,Oregon,OR
2735,416.09193919,228,Lexington,Georgia,GA
6846,1141.5301558,323780,Lexington,Kentucky,KY
242,218.81993632,708,Lexington,Alabama,AL
17167,965.15897628,1198,Lexington,Texas,TX
8571,2943.5902208,2029,Lexington,Minnesota,MN
18174,2855.2678291,7136,Lexington,Virginia,VA
7864,800.2003284,1106,Lexington,Michigan,MI
15746,1904.2011993,21737,Lexington,South Carolina,SC
3845,992.13810826,2033,Lexington,Illinois,IL
12199,1052.1847056,18917,Lexington,North Carolina,NC
9771,867.75756823,4537,Lexington,Missouri,MO
13259,1217.8754219,4680,Lexington,Ohio,OH
975,582.47817802,239,Lexa,Arkansas,AR
974,522.84671227,1123,Lewisville,Arkansas,AR
3100,854.55359784,516,Lewisville,Idaho,ID
12198,974.1211196,13999,Lewisville,North Carolina,NC
4764,1371.0646511,351,Lewisville,Indiana,IN
17166,2902.7133259,106586,Lewisville,Texas,TX
13258,445.13981319,165,Lewisville,Ohio,OH
8570,1044.040602,249,Lewisville,Minnesota,MN
9770,1044.451403,515,Lewistown,Missouri,MO
10282,1016.7165898,5818,Lewistown,Montana,MT
15075,4017.0774043,8156,Lewistown,Pennsylvania,PA
3844,1091.9753699,2183,Lewistown,Illinois,IL
12197,248.98731162,487,Lewiston Woodville,North Carolina,NC
7363,1052.6391874,35944,Lewiston,Maine,ME
3099,1896.8601045,32817,Lewiston,Idaho,ID
11615,2346.2993274,2573,Lewiston,New York,NY
10616,617.24936975,64,Lewiston,Nebraska,NE
8569,1355.7323705,1564,Lewiston,Minnesota,MN
17887,71.161709962,1811,Lewiston,Utah,UT
6845,1779.3433254,1695,Lewisport,Kentucky,KY
15073,5887.8006072,5730,Lewisburg,Pennsylvania,PA
16374,900.75733482,12114,Lewisburg,Tennessee,TN
13257,1631.9790557,1753,Lewisburg,Ohio,OH
18674,1007.2844128,3831,Lewisburg,West Virginia,WV
6844,691.07334861,803,Lewisburg,Kentucky,KY
15072,2571.3975877,357,Lewisberry,Pennsylvania,PA
9769,209.22327519,128,Lewis and Clark Village,Missouri,MO
15074,328.15543531,572,Lewis Run,Pennsylvania,PA
5535,801.75792371,401,Lewis,Iowa,IA
6329,1344.5219946,423,Lewis,Kansas,KS
2018,836.56829085,3233,Lewes,Delaware,DE
10615,553.85729307,205,Lewellen,Nebraska,NE
17165,1325.2429871,13527,Levelland,Texas,TX
241,659.18431841,2022,Level Plains,Alabama,AL
9768,137.83342321,83,Levasy,Missouri,MO
17886,1144.6097458,924,Levan,Utah,UT
5534,645.13151777,378,Letts,Iowa,IA
973,622.73430489,242,Letona,Arkansas,AR
16059,293.98717159,181,Letcher,South Dakota,SD
16058,649.3297456,131,Lesterville,South Dakota,SD
8567,1935.9180199,1726,Lester Prairie,Minnesota,MN
5533,167.34881973,305,Lester,Iowa,IA
18673,640.3844435,321,Lester,West Virginia,WV
240,67.771760299,124,Lester,Alabama,AL
7863,1482.8780816,1903,Leslie,Michigan,MI
2734,210.69791327,373,Leslie,Georgia,GA
972,550.29924173,417,Leslie,Arkansas,AR
9767,1003.9555156,171,Leslie,Missouri,MO
10614,1680.6908072,116,Leshara,Nebraska,NE
17164,183.18958626,345,Leroy,Texas,TX
3842,2326.1649733,272,Lerna,Illinois,IL
971,1207.0262219,1813,Lepanto,Arkansas,AR
6327,1092.0331429,1437,Leoti,Kansas,KS
7204,404.34267215,1102,Leonville,Louisiana,LA
3841,1396.0075286,124,Leonore,Illinois,IL
8565,38.554391307,51,Leonidas,Minnesota,MN
11046,5981.1189849,9110,Leonia,New Jersey,NJ
6326,1492.2913447,436,Leonardville,Kansas,KS
7461,988.06608308,3759,Leonardtown,Maryland,MD
7861,416.78555653,414,Leonard,Michigan,MI
12670,306.37881908,230,Leonard,North Dakota,ND
9766,180.15946501,58,Leonard,Missouri,MO
8564,95.095794687,44,Leonard,Minnesota,MN
17162,896.78639787,2057,Leonard,Texas,TX
17161,81.867041251,182,Leona,Texas,TX
6325,809.7384108,51,Leona,Kansas,KS
17163,3364.2051008,11485,Leon Valley,Texas,TX
6324,1008.5133494,730,Leon,Kansas,KS
18672,465.43752126,149,Leon,West Virginia,WV
14079,364.17629212,97,Leon,Oklahoma,OK
5531,577.15536273,1831,Leon,Iowa,IA
7553,1451.0271398,41823,Leominster,Massachusetts,MA
970,583.98721956,499,Leola,Arkansas,AR
16057,584.99944678,434,Leola,South Dakota,SD
4763,1026.5746025,3816,Leo-Cedarville,Indiana,IN
3840,424.32414757,490,Lenzburg,Illinois,IL
5530,705.88566965,1397,Lenox,Iowa,IA
2733,528.96582882,843,Lenox,Georgia,GA
6323,463.76934635,235,Lenora,Kansas,KS
16373,1108.3154958,9305,Lenoir City,Tennessee,TN
12196,868.2936158,17938,Lenoir,North Carolina,NC
16056,1550.2104393,2436,Lennox,South Dakota,SD
7860,531.00941081,485,Lennon,Michigan,MI
15070,897.58349878,166,Lenhartsville,Pennsylvania,PA
8563,358.44314926,88,Lengby,Minnesota,MN
6322,1623.0362158,55294,Lenexa,Kansas,KS
14078,737.96706886,283,Lenapah,Oklahoma,OK
9107,83.672703203,139,Lena,Mississippi,MS
3839,1031.2331208,2734,Lena,Illinois,IL
19082,509.03593301,541,Lena,Wisconsin,WI
15069,2882.5580248,4647,Lemoyne,Pennsylvania,PA
1427,3109.0575754,26474,Lemoore,California,CA
3838,2120.5774462,17155,Lemont,Illinois,IL
1426,6953.3627217,26969,Lemon Grove,California,CA
16055,1147.741895,1191,Lemmon,South Dakota,SD
3837,2356.365269,1472,Leland Grove,Illinois,IL
12195,1122.776625,22070,Leland,North Carolina,NC
9106,1078.025526,3863,Leland,Mississippi,MS
5528,207.79061083,276,Leland,Iowa,IA
3836,1729.1703037,923,Leland,Illinois,IL
12669,12.129292299,15,Leith,North Dakota,ND
6843,635.00300675,6831,Leitchfield,Kentucky,KY
2017,670.37044379,199,Leipsic,Delaware,DE
13256,549.63986488,2025,Leipsic,Ohio,OH
239,720.07559239,709,Leighton,Alabama,AL
5527,1651.6170431,157,Leighton,Iowa,IA
10613,711.63796555,426,Leigh,Nebraska,NE
11613,1230.4731431,444,Leicester,New York,NY
12668,376.42666731,72,Lehr,North Dakota,ND
15068,3283.2668258,5329,Lehighton,Pennsylvania,PA
14077,213.33231213,335,Lehigh,Oklahoma,OK
5526,189.86716199,397,Lehigh,Iowa,IA
6321,527.4779298,170,Lehigh,Kansas,KS
17885,2364.2900773,66037,Lehi,Utah,UT
12194,78.721603861,55,Leggett,North Carolina,NC
17160,1252.5025929,488,Lefors,Texas,TX
15067,1177.618068,1178,Leetsdale,Pennsylvania,PA
13255,817.89513347,1851,Leetonia,Ohio,OH
9765,1080.9377978,549,Leeton,Missouri,MO
13254,572.5314117,147,Leesville,Ohio,OH
7203,1007.4764051,5713,Leesville,Louisiana,LA
15066,2615.316729,1897,Leesport,Pennsylvania,PA
13253,1120.463234,1309,Leesburg,Ohio,OH
18173,4348.4910003,53917,Leesburg,Virginia,VA
2257,632.56176423,23163,Leesburg,Florida,FL
2732,613.88218902,3030,Leesburg,Georgia,GA
4762,2142.729663,558,Leesburg,Indiana,IN
238,162.04099593,1016,Leesburg,Alabama,AL
12667,765.65053878,468,Leeds,North Dakota,ND
237,536.08567232,12053,Leeds,Alabama,AL
17884,137.56864284,866,Leeds,Utah,UT
14075,1072.6169198,441,Leedey,Oklahoma,OK
15065,4563.745207,2005,Leechburg,Pennsylvania,PA
9764,1542.8231714,98461,Lee's Summit,Missouri,MO
3835,1631.9239037,327,Lee,Illinois,IL
2256,134.65476866,328,Lee,Florida,FL
5524,371.47166054,123,Ledyard,Iowa,IA
6320,372.97968274,655,Lecompton,Kansas,KS
7202,1090.9905277,1160,Lecompte,Louisiana,LA
6319,933.72081156,894,Lebo,Kansas,KS
6842,346.51730107,1955,Lebanon Junction,Kentucky,KY
15064,6215.5024097,25902,Lebanon,Pennsylvania,PA
11045,1832.5339729,1653,Lebanon,New Jersey,NJ
4761,1031.653435,16117,Lebanon,Indiana,IN
16054,82.960827108,44,Lebanon,South Dakota,SD
9763,1011.2797337,14807,Lebanon,Missouri,MO
14473,2452.7524693,17102,Lebanon,Oregon,OR
10894,337.47708041,13602,Lebanon,New Hampshire,NH
13252,1617.1716152,20727,Lebanon,Ohio,OH
10612,472.60285234,76,Lebanon,Nebraska,NE
6318,617.15336765,199,Lebanon,Kansas,KS
6841,1048.5379069,5698,Lebanon,Kentucky,KY
18172,677.00887788,3178,Lebanon,Virginia,VA
3834,1652.2743625,4274,Lebanon,Illinois,IL
16372,896.64669502,35050,Lebanon,Tennessee,TN
9762,544.14327845,670,Leawood,Missouri,MO
6317,2296.7529226,34689,Leawood,Kansas,KS
18407,1514.7243622,2010,Leavenworth,Washington,WA
4760,283.34055018,233,Leavenworth,Indiana,IN
6316,1471.7894764,36062,Leavenworth,Kansas,KS
9761,749.2652602,324,Leasburg,Missouri,MO
2731,177.38110749,569,Leary,Georgia,GA
17159,381.33747413,496,Leary,Texas,TX
9105,265.20275662,89,Learned,Mississippi,MS
17158,1534.1278579,56111,Leander,Texas,TX
17883,153.2521457,235,Leamington,Utah,UT
12666,155.15924864,20,Leal,North Dakota,ND
17157,795.04845651,446,Leakey,Texas,TX
9104,570.18870415,902,Leakesville,Mississippi,MS
17156,2072.6147049,106244,League City,Texas,TX
3833,493.1612324,411,Leaf River,Illinois,IL
9760,1004.5411325,1162,Leadwood,Missouri,MO
1833,2504.3416903,2762,Leadville,Colorado,CO
3098,333.76217536,103,Leadore,Idaho,ID
9759,647.31948254,588,Leadington,Missouri,MO
969,421.51143142,268,Lead Hill,Arkansas,AR
16053,1446.2929012,2977,Lead,South Dakota,SD
968,874.34782342,1741,Leachville,Arkansas,AR
6328,656.94005797,541,LeRoy,Kansas,KS
8568,777.2582194,4019,Le Sueur,Minnesota,MN
7862,255.41434962,251,Le Roy,Michigan,MI
8566,1350.2299581,935,Le Roy,Minnesota,MN
5532,42.474884529,14,Le Roy,Iowa,IA
11614,1551.8253775,4172,Le Roy,New York,NY
3843,1471.8689106,3544,Le Roy,Illinois,IL
15071,265.84246807,277,Le Raysville,Pennsylvania,PA
5529,1111.8130175,9996,Le Mars,Iowa,IA
5525,891.11042834,929,Le Grand,Iowa,IA
14076,126.27613003,176,Le Flore,Oklahoma,OK
5523,850.21102692,3970,Le Claire,Iowa,IA
8562,1480.43724,2484,Le Center,Minnesota,MN
2255,1130.6762933,26,Lazy Lake,Florida,FL
7460,362.93396671,378,Laytonsville,Maryland,MD
17882,3460.0779947,77303,Layton,Utah,UT
2254,1164.2582686,189,Layton,Florida,FL
12665,31.789498455,29,Lawton,North Dakota,ND
7859,782.40129752,1805,Lawton,Michigan,MI
5522,1352.093687,965,Lawton,Iowa,IA
14074,1140.8977794,92859,Lawton,Oklahoma,OK
2253,477.25667027,722,Lawtey,Florida,FL
9758,943.36587293,2399,Lawson,Missouri,MO
15063,1042.8294265,607,Lawrenceville,Pennsylvania,PA
2730,2206.3832277,29795,Lawrenceville,Georgia,GA
18171,898.11763925,1034,Lawrenceville,Virginia,VA
3832,1997.4889389,4383,Lawrenceville,Illinois,IL
4759,947.44012048,5005,Lawrenceburg,Indiana,IN
6840,1907.5710989,11479,Lawrenceburg,Kentucky,KY
16371,855.74034247,10838,Lawrenceburg,Tennessee,TN
14073,208.17947006,153,Lawrence Creek,Oklahoma,OK
10611,684.6220786,284,Lawrence,Nebraska,NE
7858,546.46926659,973,Lawrence,Michigan,MI
11612,1763.2934471,6559,Lawrence,New York,NY
6315,2849.9478218,97286,Lawrence,Kansas,KS
4758,2434.8279136,49046,Lawrence,Indiana,IN
7552,11597.130461,80376,Lawrence,Massachusetts,MA
11044,2023.1397542,2894,Lawnside,New Jersey,NJ
12193,733.63332375,590,Lawndale,North Carolina,NC
1425,16591.398374,32754,Lawndale,California,CA
17155,539.79317433,322,Lawn,Texas,TX
5521,474.06998136,419,Lawler,Iowa,IA
2729,471.28967458,2161,Lavonia,Georgia,GA
17153,1399.6895536,3542,Lavon,Texas,TX
10281,167.12790073,169,Lavina,Montana,MT
14072,1779.1768505,1370,Laverne,Oklahoma,OK
11043,2271.1000586,1853,Lavallette,New Jersey,NJ
967,1091.0539977,2424,Lavaca,Arkansas,AR
3097,617.88094149,428,Lava Hot Springs,Idaho,ID
7857,2956.981781,1920,Laurium,Michigan,MI
12192,1200.7107317,15033,Laurinburg,North Carolina,NC
9757,172.22843917,947,Laurie,Missouri,MO
5520,1557.2605884,1140,Laurens,Iowa,IA
15745,900.84367804,8846,Laurens,South Carolina,SC
11611,1923.5629845,247,Laurens,New York,NY
13251,2411.9315374,509,Laurelville,Ohio,OH
15060,4844.5438363,3922,Laureldale,Pennsylvania,PA
11042,4148.8894701,1873,Laurel Springs,New Jersey,NJ
15062,96.025270348,498,Laurel Run,Pennsylvania,PA
12191,828.62639334,2321,Laurel Park,North Carolina,NC
15061,1201.0810827,155,Laurel Mountain,Pennsylvania,PA
11610,685.65552168,2028,Laurel Hollow,New York,NY
2252,165.56894896,609,Laurel Hill,Florida,FL
